NILSOVE / NORNA,19304006,424,Chairs,        Chair with chair pad,A Fredriksson/J Hultqvist/W Chong,82,57
ALEFJÄLL,40419982,1295,Chairs,        Office chair,"404.199.82 The leather ages beautifully and acquires a nice patina over time.10 year guarantee. Read about the terms in the guarantee brochure.The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.Seat and backrest are adjustable in height and give you maximum support regardless of your body height.You get good support for your thighs and back since the seat depth is adjustable.You can lean back with perfect balance, as the tilt tension mechanism automatically adjusts the resistance to suit your weight and movements. This chair has been tested for office use and meets the requirements for durability and stability set forth in the following standards: EN 1335 and ANSI/BIFMA x5.1.",,64
EKTORP,79129081,675,Chairs,        Armchair,IKEA of Sweden,88,104
STEFAN,211088,85,Chairs,        Chair,IKEA of Sweden,90,42
NISSE,30115066,49,Chairs,        Folding chair,"301.150.66 You sit comfortably thanks to the chair's shaped back and seat.You can hang the chair on a hook on the wall to save space.You can fold the chair, so it takes less space when you're not using it.The chair is available in different colours – choose your favourite or mix.This chair has been tested for home use and meets the requirements for durability and safety, set forth in the following standards: EN 12520 and EN 1022.",76,45
ANTILOP,30449748,16,Chairs,        Supporting cushion,S Edholm/L Ullenius,,
EKERÖ,262879,695,Chairs,        Armchair,Eva Lilja Löwenhielm,75,70
HATTEFJÄLL,49252119,1295,Chairs,        Office chair with armrests,Monika Mulder,110,68
BÖRJE,90211531,175,Chairs,        Chair,IKEA of Sweden,100,44
DAGOTTO,40240989,69,Chairs,        Foot-rest,"402.409.89 This foot-rest helps you sit in a good working position at your desk and reduces strain on your legs, back and neck.It’s easy to tilt and adjust the platform to a comfortable angle just by applying pressure with your foot.Your feet stay in place when the platform is tilted because it has a non-slip textured surface.Rubber feet underneath keep the foot-rest firmly in place on the floor and protect sensitive surfaces.",15,38
JÄRVFJÄLLET,99275627,945,Chairs,        Office chair with armrests,Eva Lilja Löwenhielm,,68
RÅDVIKEN,50295472,675,Chairs,        Armchair,Andreas Fredriksson,82,79
MARTIN,9219527,99,Chairs,        Chair,IKEA of Sweden,86,49
LERHAMN,39306288,589,Chairs,        Table and 2 chairs/          74x74 cm,Nike Karlsson,75,74
BALTSAR,10413137,595,Chairs,        Chair,Carl Öjerstam,85,58
BERTIL,30141975,19,Chairs,        Chair pad,IKEA of Sweden,,
ULRIKSBERG,90434310,445,Chairs,        Armchair,A Fredriksson/J Hultqvist/W Chong,76,67
FÖRSIKTIG,60248418,15,Chairs,        Children's stool,K Hagberg/M Hagberg,13,37
JUSTINA,90175000,19,Chairs,        Chair pad/          35/42x40x4.0 cm,IKEA of Sweden,,
KOARP,99221743,825,Chairs,        Armchair,Ehlén Johansson,75,83
MAMMUT,20382324,29,Chairs,        Children's stool,M Kjelstrup/A Östgaard,,35
TÄRENDÖ / ADDE,79010690,285,Chairs,        Table and 4 chairs/          110 cm,K Hagberg/M Hagberg/Marcus Arvonen,74,67
NILSERIK,90309721,195,Chairs,        Standing support,IKEA of Sweden,,41
LILLHÖJDEN,40238712,395,Chairs,        Swivel chair,IKEA of Sweden,,70
JULES,39207716,255,Chairs,        Children's desk chair,Nicholai Wiig Hansen,,58
VIPPÄRT,410101,29,Chairs,        Chair cushion/          38x38x6.5 cm,IKEA of Sweden,,38
BENARP,40319398,1495,Chairs,        Armchair,403.193.98 The high back gives good support for your neck and head.,106,92
SKOGSTORP,20426276,795,Chairs,        Bench/          132 cm,"204.262.76 Solid oak is a hardwearing natural material which gives a warm, natural feeling.Wood is a natural living material, and variations in the grain, colour and texture makes each piece of wood furniture unique.Each piece of furniture is unique as it is handmade.For maximum quality, re-tighten the screws when necessary.",45,132
FJÄLLBERGET,80396422,995,Chairs,        Conference chair,H Preutz/N Karlsson,,67
VIMUND,10424353,299,Chairs,        Children's desk chair,IKEA of Sweden,,62
TERJE,80222441,79,Chairs,        Folding chair,Lars Norinder,77,44
LANGUR,30346986,50,Chairs,        Padded seat cover for highchair,Chenyi Ke,40,22
LIDKULLEN,418376,350,Chairs,        Active sit/stand support,E Thomasson/P Süssmann,,60
MELLTORP / TEODORES,39296901,289,Chairs,        Table and 2 chairs/          75x75 cm,David Wahl/Lisa Norinder,,75
SUNNEA,60416572,22,Chairs,        Chair pad/          36x2.5 cm,IKEA of Sweden,,
EKENÄS,276664,995,Chairs,        Armchair,Ola Wihlborg,90,86
BOLMEN,60265163,22,Chairs,        Step stool,K Hagberg/M Hagberg,,44
BUSSAN,50312909,525,Chairs,        Beanbag/ in/outdoor,Anna Efverlund,,67
HAVSTEN,39251931,1075,Chairs,        Easy chair/ in/outdoor/          83x94x90 cm,Andreas Fredriksson,90,83
MELLTORP / NILSOVE,29297294,889,Chairs,        Table and 2 chairs/          75x75 cm,Lisa Norinder/A Fredriksson/J Hultqvist/W Chong,,75
SVENARNE,30427341,795,Chairs,        Chair with armrests,K Hagberg/M Hagberg,99,59
INGATORP / INGOLF,29917307,1725,Chairs,        Table and 4 chairs/          155 cm,Carina Bengs,74,87
UTTER,50357785,25,Chairs,        Children's stool,K Hagberg/M Hagberg,,
MELLTORP / MARIUS,99011764,149,Chairs,        Table and 2 stools/          75 cm,Ola Wihlborg/Lisa Norinder,72,75
DJUPVIK,30204798,100,Chairs,        Cushion/          54x54 cm,IKEA of Sweden,,54
HILLARED,40416587,35,Chairs,        Chair pad/          36x36x3.0 cm,IKEA of Sweden,,36
ODDBJÖRG,395209,28,Chairs,        Chair pad/          35 cm,IKEA of Sweden,,
MÖRBYLÅNGA / ODGER,19305044,3475,Chairs,        Table and 4 chairs/          140x85 cm,J Löfgren/J Pettersson/S Lanneskog/J Marnell,74,85
KARLHUGO,80403516,595,Chairs,        Chair,Mikael Warnhammar,89,49
ELSEBET,90412450,39,Chairs,        Chair pad/          43x42x4.0 cm,IKEA of Sweden,,43
HERDIS,20416593,19,Chairs,        Chair pad/          37x37x1.8 cm,IKEA of Sweden,,37
NORDKISA,447680,345,Chairs,        Bench/          80 cm,L Hilland/J Karlsson,53,
NORDMELA,10421665,636,Chairs,        Chest of 4 drawers/          159x50 cm,Ola Wihlborg,50,159
CILLA,10150094,22,Chairs,        Chair pad/          34 cm,IKEA of Sweden,,
GISTAD,40466389,945,Chairs,        Recliner,IKEA of Sweden,96,66
MÖRBYLÅNGA / BALTSAR,89297286,6065,Chairs,        Table and 6 chairs/          220x100 cm,Carl Öjerstam/S Lanneskog/J Marnell,,100
LANDSKRONA,49031774,1995,Chairs,        Armchair,Tord Björklund/IKEA of Sweden,78,89
KORNSJÖ,90471581,375,Chairs,        Storage bench,Ebba Strandmark,51,70
STRÅFLY,410083,15,Chairs,        Chair pad/          36 cm,IKEA of Sweden,,
TRANARÖ,10411421,95,Chairs,        Stool/side table/ in/outdoor/          56x41x43 cm,Ola Wihlborg,43,56
MELLTORP / NISSE,39280698,197,Chairs,        Table and 2 folding chairs/          75 cm,Lisa Norinder,72,75
GAMLARED / STEFAN,59221165,565,Chairs,        Table and 2 chairs/          85 cm,Mikael Axelsson/IKEA of Sweden,,
AGAM,70253541,195,Chairs,        Junior chair,IKEA of Sweden,79,41
MUREN,90299029,1395,Chairs,        Recliner,IKEA of Sweden,97,85
LISABO / LEIFARNE,29161484,1675,Chairs,        Table and 4 chairs/          140x78 cm,K Hagberg/M Hagberg/Mia Lagerman,74,78
GAMLEBY,49007217,2475,Chairs,        Table and 4 chairs/          67 cm,IKEA of Sweden/Nike Karlsson,74,78
EKEDALEN / HENRIKSDAL,49221439,2765,Chairs,        Table and 6 chairs/          180/240 cm,Ehlén Johansson/IKEA of Sweden,,
IKEA PS 2012 / JANINGE,69161482,1795,Chairs,        Table and 4 chairs/          138 cm,Jon Karlsson/John/Jonas/Petrus/Paul/Caroline,74,80
MÖCKELBY / FANBYN,19277036,4145,Chairs,        Table and 6 chairs/          235x100 cm,Marcus Arvonen,74,100
BORTBERG,10461010,49,Chairs,        Lumbar cushion/          31x23 cm,"104.610.10 The lumbar cushion helps you to sit up straight, which relieves both the spine and lower back.You easily attach the lumbar cushion to your favourite chair with the sewn-on touch-and-close fastening.Fixed cover.",,23
TÄRENDÖ / GUNDE,89010699,245,Chairs,        Table and 4 chairs/          110 cm,K Hagberg/M Hagberg,74,67
NORNA,20013073,29,Chairs,        Chair pad,200.130.73 The cushion can be turned over and therefore has two sides for even wear.Suitable for AGEN chair.,,42
GAMLARED / LERHAMN,79221169,685,Chairs,        Table and 2 chairs/          85 cm,Nike Karlsson/Mikael Axelsson,,
IKEA PS 2012 / TEODORES,89221475,1085,Chairs,        Table and 2 chairs,Jon Karlsson/David Wahl,,
BRORINGE,90339902,95,Chairs,        Underframe,Mia Lagerman,45,52
NOMINELL,90200269,125,Chairs,        Pair of armrests,Olle Lundberg,29,23
YPPERLIG / NILSOVE,69297292,2575,Chairs,        Table and 4 chairs/          200x90 cm,HAY/A Fredriksson/J Hultqvist/W Chong,,90
LISABO / ODGER,9259702,1875,Chairs,        Table and 4 chairs/          140x78 cm,K Hagberg/M Hagberg/J Löfgren/J Pettersson,74,78
EKEDALEN / BERNHARD,29280689,5465,Chairs,        Table and 6 chairs/          180/240 cm,Ehlén Johansson/Ola Wihlborg,,
ÖVRARYD / JANINGE,79161575,1535,Chairs,        Table and 4 chairs/          150 cm,David Wahl/John/Jonas/Petrus/Paul/Caroline,,78
KOLON,44881100,150,Chairs,        Floor protector/          120x100 cm,IKEA of Sweden,,120
FLISAT,40273593,89,Chairs,        Children's stool/          24x24x28 cm,S Fager/J Karlsson,,24
INGATORP,90246291,445,Chairs,        Chair with armrests,Ebba Strandmark,99,57
MÄSTERBY,40332074,145,Chairs,        Step stool,Chris Martin,50,43
LANEBERG / EKEDALEN,89304791,1595,Chairs,        Table and 4 chairs/          130/190x80 cm,Ehlén Johansson/K Hagberg/M Hagberg,,80
STOLJAN,89907452,220,Chairs,        Conference chair,Henrik Preutz,81,45
NORDEN / RÅSKOG,19285866,1067,Chairs,        Table and 2 stools/          89/152 cm,Nike Karlsson,,
SKOGSTA / NORRARYD,19246144,3555,Chairs,        Table and 6 chairs/          235x100 cm,Marcus Arvonen/Nike Karlsson,74,100
TROLLBERGET,80379347,495,Chairs,        Active sit/stand support,P Süssmann/J Karlsson,80,66
INGATORP / HENRIKSDAL,9161569,2625,Chairs,        Table and 4 chairs/          110 cm,IKEA of Sweden/Carina Bengs,74,
MÖRBYLÅNGA / VOLFGANG,9251824,4745,Chairs,        Table and 6 chairs/          220x100 cm,IKEA of Sweden/S Lanneskog/J Marnell,74,100
LISABO / SVENBERTIL,19250697,1675,Chairs,        Table and 4 chairs/          140x78 cm,Mia Lagerman/K Hagberg/M Hagberg,74,78
MELLTORP / JANINGE,39161488,919,Chairs,        Table and 4 chairs/          125 cm,John/Jonas/Petrus/Paul/Caroline/Lisa Norinder,72,75
MÖRBYLÅNGA / BERNHARD,59131626,6965,Chairs,        Table and 6 chairs/          220x100 cm,Ola Wihlborg/S Lanneskog/J Marnell,74,100
TORSBY / BERNHARD,59161562,3875,Chairs,        Table and 4 chairs/          135 cm,Carl Öjerstam/Ola Wihlborg/IKEA of Sweden,,
RYDEBÄCK/BACKARYD / JANINGE,69161203,1215,Chairs,        Table and 4 chairs/          150 cm,IKEA of Sweden/John/Jonas/Petrus/Paul/Caroline/David Wahl,75,78
KIVIK,79305512,1300,Chairs,        Chaise longue,Ola Wihlborg,83,90
TORSBY / VOLFGANG,99251853,2395,Chairs,        Table and 4 chairs,IKEA of Sweden/Carl Öjerstam,73,85
NORDVIKEN / RÖNNINGE,99305158,2875,Chairs,        Table and 4 chairs/          152/223x95 cm,Francis Cayouette/Maja Ganszyniec,,95
FUSION,80419070,1196,Chairs,        Table and 4 chairs,"804.190.70 The shape of the chair backs are adapted to fit the corners of the table, so you save space when the chairs are pushed up against the table.Table (length 84 cm, width 84 cm, height 75 cm). Chair (width 61 cm, depth 53 cm, height 76 cm, seat height 46 cm, seat width 55 cm, seat depth 39 cm).",,
NORBERG / NISSE,79912760,324,Chairs,        Table and 1 chair/          74 cm,Lisa Norinder/Marcus Arvonen,,74
TROGEN,80371520,89,Chairs,        Children's step stool/          40x38x33 cm,J Asshoff/H Brogård,33,40
NORSBORG,29125410,1740,Chairs,        Chaise longue,Ehlén Johansson,85,110
TINGBY / LEIFARNE,39221190,2165,Chairs,        Table and 6 chairs/          180 cm,Mia Lagerman/Mikael Warnhammar,,
LISABO / RÖNNINGE,39297118,2075,Chairs,        Table and 4 chairs/          140x78 cm,Maja Ganszyniec/K Hagberg/M Hagberg,,78
FÄRLÖV,49191705,1196,Chairs,        Armchair,Francis Cayouette,88,93
TORSBY / LEIFARNE,79161561,1675,Chairs,        Table and 4 chairs/          135 cm,IKEA of Sweden/Carl Öjerstam/Mia Lagerman,73,85
MÖRBYLÅNGA / TOSSBERG,79288032,5465,Chairs,        Table and 6 armchairs/          220x100 cm,S Lanneskog/J Marnell/IKEA of Sweden,,100
EKEDALEN / TOBIAS,89221319,3065,Chairs,        Table and 6 chairs/          180/240 cm,Carl Öjerstam/Ehlén Johansson,,
LANEBERG / KARLJAN,89304786,1195,Chairs,        Table and 4 chairs/          130/190x80 cm,Francis Cayouette/K Hagberg/M Hagberg,,80
GRUVBYN,10471085,545,Chairs,        Chair,"104.710.85 The chair legs are made of solid wood, which is a durable natural material.You sit comfortably thanks to the high back and seat with polyester wadding.For increased stability, re-tighten the screws about two weeks after assembly and when necessary.This chair has been tested for home use and meets the requirements for durability and safety, set forth in the following standards: EN 12520 and EN 1022.",107,51
MÖRBYLÅNGA / LEIFARNE,19131652,3665,Chairs,        Table and 6 chairs/          220x100 cm,S Lanneskog/J Marnell/Mia Lagerman,74,100
INGATORP / INGATORP,19240750,2725,Chairs,        Table and 4 chairs/          155 cm,Ebba Strandmark/Carina Bengs,74,87
VANGSTA / TEODORES,19252173,845,Chairs,        Table and 4 chairs/          120/180 cm,IKEA of Sweden/David Wahl,,
NORRÅKER / RÖNNINGE,39297255,1085,Chairs,        Table and 2 chairs/          74x74 cm,J Karlsson/N Karlsson/Maja Ganszyniec,,74
BLÅMES,50165079,375,Chairs,        Highchair with tray,Tina Christensen,93,52
VOLFGANG,70465538,175,Chairs,        Stool,704.655.38 You sit comfortably thanks to the restful flexibility of the seat.You sit comfortably thanks to the padded seat.Velvet.The velvet reflects light in a characteristic way which may make the colour appear as if it changes.,85,53
VÄSTANBY/VÄSTANÅ / BERNHARD,89161565,4295,Chairs,        Table and 4 chairs/          170 cm,Chris Martin/Ola Wihlborg/IKEA of Sweden,75,78
URBAN,165213,225,Chairs,        Junior chair,Carl Öjerstam,79,45
NORRNÄS,50185303,325,Chairs,        Chair,Mikael Warnhammar,95,42
YPPERLIG,50348668,195,Chairs,        Children's bench/          65x35 cm,HAY,56,35
EKEDALEN / ODGER,69221297,1975,Chairs,        Table and 4 chairs/          120/180 cm,Ehlén Johansson/J Löfgren/J Pettersson,,
BALSBERGET,80308675,210,Chairs,        Chair frame/ swivel,803.086.75 This product has been developed and tested for domestic use.To be completed with LEIFARNE or SVENBERTIL seat shell.,38,69
ERNFRID,287974,145,Chairs,        Underframe,Mia Lagerman,46,48
SLÄHULT/DALSHULT / LEIFARNE,19130501,1975,Chairs,        Table and 4 chairs/          185 cm,Mia Lagerman/IKEA of Sweden/Wiebke Braasch,73,90
INGATORP / SAKARIAS,19285927,4025,Chairs,        Table and 4 chairs/          110/155 cm,Carina Bengs/IKEA of Sweden/E Strandmark,,
NORDVIKEN / HENRIKSDAL,39305161,2675,Chairs,        Table and 4 chairs/          152/223x95 cm,Francis Cayouette/IKEA of Sweden,,95
NORDVIKEN / LEIFARNE,39305180,2275,Chairs,        Table and 4 chairs/          152/223x95 cm,Francis Cayouette/Mia Lagerman,,95
VEDBO / VEDBO,39307706,5865,Chairs,        Table and 6 chairs/          240x105 cm,Francis Cayouette,,105
LISABO / JANINGE,49103247,1595,Chairs,        Table and 4 chairs/          140x78 cm,K Hagberg/M Hagberg/John/Jonas/Petrus/Paul/Caroline,74,78
EKEDALEN / LEIFARNE,49221298,1575,Chairs,        Table and 4 chairs/          120/180 cm,Mia Lagerman/Ehlén Johansson,,
TINGBY / NILSOVE,49297293,2575,Chairs,        Table and 4 chairs/          180x90 cm,Mikael Warnhammar/A Fredriksson/J Hultqvist/W Chong,,90
DIETMAR,50393000,175,Chairs,        Underframe for chair with armrests,Mia Lagerman,65,53
MÖCKELBY / NORRARYD,59161492,4055,Chairs,        Table and 6 chairs/          235x100 cm,Marcus Arvonen/Nike Karlsson,74,100
MÖCKELBY / HENRIKSDAL,59277015,4265,Chairs,        Table and 6 chairs/          235x100 cm,IKEA of Sweden/Marcus Arvonen,74,100
VÄSTANBY/VÄSTANÅ / LEIFARNE,69130612,2095,Chairs,        Table and 4 chairs/          170 cm,Mia Lagerman/IKEA of Sweden/Chris Martin,75,78
NORDVIKEN / NORRARYD,69305174,2535,Chairs,        Table and 4 chairs/          152/223x95 cm,Francis Cayouette/Nike Karlsson,,95
MÖCKELBY / ODGER,79277019,4265,Chairs,        Table and 6 chairs/          235x100 cm,J Löfgren/J Pettersson/Marcus Arvonen,74,100
LANEBERG / SVENBERTIL,99304795,1475,Chairs,        Table and 4 chairs/          130/190x80 cm,K Hagberg/M Hagberg/Mia Lagerman,,80
HELMER,20341970,175,Chests of drawers & drawer units,        Drawer unit on castors/          28x69 cm,IKEA of Sweden,69,28
LENNART,30326177,49,Chests of drawers & drawer units,        Drawer unit,Jon Karlsson,56,30
RAST,75305709,139,Chests of drawers & drawer units,        Chest of 3 drawers/          62x70 cm,IKEA of Sweden,70,62
KOPPANG,10385950,395,Chests of drawers & drawer units,        Chest of 3 drawers/          90x83 cm,K Hagberg/M Hagberg,83,90
KULLEN,60322130,89,Chests of drawers & drawer units,        Chest of 2 drawers/          35x49 cm,IKEA of Sweden,49,35
ALEX,50192822,550,Chests of drawers & drawer units,        Drawer unit with 9 drawers/          36x116 cm,Johanna Asshoff,116,36
NIKKEBY,451498,345,Chests of drawers & drawer units,        Chest of 4 drawers/          84x70 cm,L Hilland/J Karlsson,70,84
LOTE,50293722,115,Chests of drawers & drawer units,        Chest of 3 drawers/          55x62 cm,David Wahl,62,55
VISTHUS,80347163,845,Chests of drawers & drawer units,        Chest of 8 drawers/          122x96 cm,T Winkel/T Jacobsen,96,122
MICKE,90213078,245,Chests of drawers & drawer units,        Drawer unit on castors/          35x75 cm,Henrik Preutz,75,35
SUMMERA,20252266,49,Chests of drawers & drawer units,        Drop file,Eva Lilja Löwenhielm,24,31
GODISHUS,80433486,295,Chests of drawers & drawer units,        Chest of 3 drawers/          60x64 cm,"804.334.86 Perfect height for small children. They can easily reach and find things on their own.With the included colourful stickers, you can quickly label the drawers in your own personal way.You can also write with chalk on the sticker to keep track of where you have your things.WARNING! TIPPING HAZARD – Unanchored furniture can tip over. This furniture shall be anchored to the wall with the enclosed safety fitting to prevent it from tipping over.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.",64,60
TROFAST,19338054,245,Children's furniture,        Storage combination/          44x30x91 cm,Studio Copenhagen,91,44
LÄTT,50178411,135,Children's furniture,        Children's table with 2 chairs,IKEA of Sweden,,
CIRKUSTÄLT,80342052,79,Children's furniture,        Children's tent,IKEA of Sweden,120,
PÅHL,60306494,125,Children's furniture,        Desk top shelf/          64x60 cm,S Fager/J Jelinek,60,64
BUSA,10243574,49,Children's furniture,        Children's tent,Maria Vinka,76,76
RESÖ,70228325,205,Children's furniture,        Children's picnic table,IKEA of Sweden,49,89
BUNSÖ,90287413,69,Children's furniture,        Children's easy chair/ outdoor,Thomas Sandell,49,51
VÄDRA,80226137,95,Nursery furniture,        Babycare mat/          48x74 cm,IKEA of Sweden,,48
ÖNSKLIG,30199283,59,Nursery furniture,        Stor baskets changing tbl set of 4,Monika Mulder,26,27
LEN,20400243,89,Nursery furniture,        Nursing pillow/          60x50x18 cm,IKEA of Sweden,18,50
SKÖTSAM,360479,25,Nursery furniture,        Cover/          55x83 cm,Annie Huldén,,83
TÄRNÖ,69898415,199,Outdoor furniture,        Table+2 chairs/ outdoor,IKEA of Sweden,,
GÅRÖ / FREDÖN,49048425,564,Outdoor furniture,        Hammock with stand,IKEA of Sweden,129,119
FALHOLMEN,19217863,1431,Outdoor furniture,        Table+4 chairs w armrests/ outdoor,IKEA of Sweden/Andreas Fredriksson,,
ÄPPLARÖ,80213446,205,Outdoor furniture,        Table/stool section/ outdoor/          63x63 cm,K Hagberg/M Hagberg,28,63
MASTHOLMEN,19217518,984,Outdoor furniture,        2-seat conversation set/ outdoor,Nike Karlsson,,
TOSTERÖ,10411440,175,Outdoor furniture,        Storage box/ outdoor/          129x44x79 cm,"104.114.40 This waterproof storage box protects your outdoor pads and cushions from rain, sun, dirt, dust and pollen and helps you keep them organised when they’re not being used.Protecting your outdoor pads and cushions in a waterproof storage box is a simple and effective way to make them look new and fresh longer.The colour stays fresh for longer as the fabric is fade resistant. Handles make it easy to move.Make sure the cushions are completely dry before storing them away in the storage box.During the off-season, store the box filled with cushions in a cool dry place indoors.The storage box is light in weight, so you may need to fill it to keep it from moving around in the wind.For example, the storage box can be filled with 3 seat cushions and 3 back cushions for outdoor sofas and 4 decorative cushions.For example, the storage box can be filled with 6 seat/back cushions and 6 decorative cushions.For example, the storage box can be filled with 2 seat cushions and 2 back cushions for outdoor sofas, 2 chair cushions for armchairs and 2-4 decorative cushions.",79,129
BROMMÖ,40332682,205,Outdoor furniture,        Lounger/ outdoor,IKEA of Sweden,89,48
FREDÖN,80287362,225,Outdoor furniture,        Hammock,IKEA of Sweden,,100
KROKHOLMEN,80336466,175,Outdoor furniture,        Coffee table/ outdoor,Marcus Arvonen,44,
SOLLERÖN,49256867,4783,Outdoor furniture,        4-seat conversation set/ outdoor,Jonas Hultqvist/IKEA of Sweden/Eva Lilja Löwenhielm,,
VÄDDÖ,59048415,477,Outdoor furniture,        Table+4 chairs/ outdoor,Henrik Preutz,,
HÅLLÖ,30264565,245,Outdoor furniture,        Sun lounger pad/          190x60 cm,IKEA of Sweden,,60
SJÄLLAND,401941,180,Outdoor furniture,        Table top/          67x67 cm,David Wahl,,67
ASKHOLMEN,39286153,465,Outdoor furniture,        Table+2 chairs/ outdoor,IKEA of Sweden,,
STACKHOLMEN,20411425,125,Outdoor furniture,        Stool/ outdoor/          48x35x43 cm,Ola Wihlborg,43,35
SKARPÖ,70234185,179,Outdoor furniture,        Armchair/ outdoor,Magnus Elebäck,71,79
BENÖ,90336550,9,Outdoor furniture,        Chair pad/ outdoor/          35 cm,Paulin Machado,,
KUDDARNA,40411047,45,Outdoor furniture,        Back cushion/ outdoor/          62x44 cm,IKEA of Sweden,,62
INNAMO,50312424,107.4,Outdoor furniture,        Chair with armrests/ outdoor,IKEA of Sweden,93,54
LÄCKÖ,49898435,493,Outdoor furniture,        Table+2 chairs/ outdoor,Jon Karlsson,,
GÅRÖ,80251513,339,Outdoor furniture,        Hammock stand/ outdoor,IKEA of Sweden,129,119
KUNGSHOLMEN,79258271,2792.8,Outdoor furniture,        Modular corner sofa 3-seat/ outdoor,Eva Lilja Löwenhielm/IKEA of Sweden/Nike Karlsson,90,222
FEJAN,10255307,59,Outdoor furniture,        Chair/ outdoor,K Hagberg/M Hagberg,89,44
FRÖSÖN,70391712,39,Outdoor furniture,        Cover for back cushion/          62x44 cm,Eva Lilja Löwenhielm,,62
IKEA PS VÅGÖ,10174641,139,Outdoor furniture,        Easy chair/ outdoor,Thomas Sandell,71,74
PRÄSTHOLM,70418170,695,Outdoor furniture,        Bench with backrest/ outdoor,Ola Wihlborg,79,113
YTTERÖN,20314698,39,Outdoor furniture,        Chair cushion/ outdoor/          40x40 cm,IKEA of Sweden,,40
HUSARÖ,70410744,245,Outdoor furniture,        Side table/ outdoor/          49x49 cm,Ola Wihlborg,73,49
SVANÖ,30411415,495,Outdoor furniture,        Arbor bench/          119x48 cm,Mikael Axelsson,179,119
TORHOLMEN,20312326,785,Outdoor furniture,        Sun lounger,Andreas Fredriksson,47,70
BRUSEN,70424147,1036,Outdoor furniture,        3-seat sofa/ outdoor,Ola Wihlborg,75,146
FRÖSÖN/DUVHOLMEN,59253123,150,Outdoor furniture,        Seat/back cushion/ outdoor/          116x45 cm,IKEA of Sweden/Eva Lilja Löwenhielm,,45
STEGÖN,20312604,16.2,Outdoor furniture,        Chair cushion/ outdoor/          35 cm,Lisel Garsveden,,
SALTHOLMEN,19183815,445,Outdoor furniture,        Table+2 folding chairs/ outdoor,Jon Karlsson,,
DUVHOLMEN,80391839,15,Outdoor furniture,        Inner cushion for chair cushion/          35 cm,IKEA of Sweden,,
KUNGSÖ,50339763,110,Outdoor furniture,        Back cushion/ outdoor/          62x44 cm,IKEA of Sweden,,62
VIDGA,79166399,220,Room dividers,        Room divider for corner,David Wahl,,
ELVARLI,9157261,440,Room dividers,        1 section/          52x36x222-350 cm,Ehlén Johansson,,51
LISTERBY,30409035,495,"Sideboards, buffets & console tables",        Console table/          92x38x71 cm,Henrik Preutz,71,38
KNOPPARP,10424621,345,Sofas & armchairs,        2-seat sofa,"104.246.21 KNOPPARP sofa is very durable thanks to the metal construction and strong supporting fabric.Thanks to the innovative construction, we can use less materials and foam when we make KNOPPARP sofa, while the padded cover ensures that the comfort is maintained.A sofa with small, neat dimensions which is easy to furnish with, even when space is limited. This cover is made from KNISA fabric in polyester, which is dope-dyed. It’s a durable material which has a soft feel.The dope-dyeing process reduces consumption of water and dyestuff compared to traditional dyeing techniques.The cover is easy to keep clean as it is removable and can be machine washed.Easy to bring home if you choose to carry it on your own. The packaging is just over one metre in height and weighs 17 kg.10 year guarantee. Read about the terms in the guarantee brochure.This cover’s ability to resist abrasion has been tested to handle 40,000 cycles. 15,000 cycles or more is suitable for furniture used every day at home. Over 30,000 cycles means a good ability to resist abrasion.The cover has a lightfastness level of 5-6 (the ability to resist colour fading) on a scale of 1 to 8. According to industry standards, a lightfastness level of 4 or higher is suitable for home use.",70,119
ANGERSBY,10469186,745,Sofas & armchairs,        2-seat sofa,"104.691.86 The sofa is packaged in a space-efficient way, making it easy to transport and carry into your home.You can store remote controls and other smaller items in the practical pockets on the sides of the armrests.",89,137
KLIPPAN,9251777,995,Sofas & armchairs,        2-seat sofa,IKEA of Sweden,66,180
SANDARED,385314,245,Sofas & armchairs,        Pouffe/          45 cm,Synnöve Mork,33,
HÄSSELBY,19325457,1295,Sofas & armchairs,        3-seat sofa,193.254.57 The cover is easy to keep clean as it is removable and can be machine washed.,81,176
ALSEDA,20033919,195,Sofas & armchairs,        Stool,IKEA of Sweden,18,
GAMLARP,30451067,2795,Sofas & armchairs,        3-seat sofa,304.510.67,86,211
GRYTTBY,80437489,206.5,Sofas & armchairs,        Cover 3-seat sofa,David Wahl,,
BOSNÄS,40266682,95,Sofas & armchairs,        Footstool with storage,IKEA of Sweden,36,36
GAMLEHULT,10434309,325,Sofas & armchairs,        Footstool with storage,A Fredriksson/J Hultqvist/W Chong,36,
STOCKHOLM,80245051,6680,Sofas & armchairs,        Three-seat sofa,Niels Gammelgaard,80,211
KUNGSHAMN,10382876,60,Sofas & armchairs,        Cover for 1-seat module,Mikael Axelsson,,
STOCKHOLM 2017,40344500,5436,Sofas & armchairs,        Three-seat sofa,Ola Wihlborg,72,228
DIHULT,340472,262.5,Sofas & armchairs,        Pouffe,Gustav Carlberg,20,116
EMTEN,50468694,39,Sofas & armchairs,        Bath mat/          50x80 cm,IKEA of Sweden,,50
GENEVAD,40446985,2697,Sofas & armchairs,        2-seat sofa,IKEA of Sweden,95,172
NOCKEBY,50319859,645,Sofas & armchairs,        Cover three-seat sofa,Ola Wihlborg,,
